230838#2014-11-09 03:48:51#230838#2014-11-09 03:48:51#6005889#0.159268985484109#0106000020E61000000200000001030000000100000005000000EE011D5A225260401EBE337780A04740F46E0B1AC352604074C342EF05A14740FE6CFD57EA5260405535FFB7AB9F4740DC58FDCF49526040B15C0400269F4740EE011D5A225260401EBE337780A047400103000000010000000A000000B8182C6A2A51604020BC133F089E4740D579AB8FAD516040030D78F6729E47405269FE77A8516040DEEBFF779F9E4740DC58FDCF49526040B15C0400269F4740892102374F5260409BA1EF63F69E47404953141A6E5260401071397F0F9F474096C5ED65955260408086D440B59D4740180EDF1DF451604004CCD7C0319D474069CED1155251604084A4EC80AD9C4740B8182C6A2A51604020BC133F089E4740#0101000020E6100000AA9ECD1316526040B6355F249D9E4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230840#2014-11-09 03:48:51#230840#2014-11-09 03:48:51#1989019#0.0151#0106000020E610000001000000010300000001000000050000001067139AC34A6040BD60C315C89247400E10500A684B6040D63E151E5193474041A5A54D904B6040B4EFE599F2914740BC00C13DEB4A604024850DAA689147401067139AC34A6040BD60C315C8924740#0101000020E61000005D67DECB294B604003ABDCFC5C924740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230841#2014-11-09 03:48:51#229163#2014-11-09 03:48:51#2016094#0.069#0106000020E610000001000000010300000001000000050000002E6829724B496040CD7A8C4D068D4740736A468AF14960401A00C355928D4740E194FB15194A6040750279FA318C47402DFCE8ED724960401734886AA58B47402E6829724B496040CD7A8C4D068D4740#0101000020E61000003E25433CB2496040A9DB56F99B8C4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230842#2014-11-09 03:48:51#229689#2014-11-09 03:48:51#2044291#0.1001#0106000020E6100000010000000103000000010000000500000018A6849AE04660405EB642FDD3844740498F533288476040406A3435608547406088C53DB04760404805E31AFE834740F124D0FD08476040B42F0BB37183474018A6849AE04660405EB642FDD3844740#0101000020E610000002E73A7C4847604069D4B30969844740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230843#2014-11-09 03:48:51#230843#2014-11-09 03:48:51#4171230#0.2002#0106000020E61000000100000001030000000100000007000000E0F1B3B2B9436040E09DDFA4A7804740BE86BFAA63446040DEE4F904378147405418BE320D4560401E7619DDC581474040C58A7D36456040C7F421FB62804740C1B377258D446040C3ED33DBD37F4740E21E6C2DE34360402B0042FB437F4740E0F1B3B2B9436040E09DDFA4A7804740#0101000020E6100000C66D2A1178446040E53A871C85804740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230844#2014-11-09 03:48:51#230844#2014-11-09 03:48:51#2082349#0.0156#0106000020E61000000100000001030000000100000005000000F3437C92C1466040E363E21C167447408BC56F0A6B4760408894F29CA57447407CA96DFD93476040E434E1EA42734740974960B5EA46604081AAFA2AB3724740F3437C92C1466040E363E21C16744740#0101000020E6100000D61067CF2A47604025AF2777AC734740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230845#2014-11-09 03:48:51#230845#2014-11-09 03:48:51#2115991#0.0327#0106000020E6100000010000000103000000010000000500000092BD73626E43604001154C04437147406034545A19446040FE4E498CD4714740357C6E15424460404A39886B6F704740D07F8B259743604047EEC06BDD6F474092BD73626E43604001154C0443714740#0101000020E61000004C377139D8436040DF362515D9704740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230846#2014-11-09 03:48:51#229474#2014-11-09 03:48:51#2166718#0.9146#0106000020E61000000100000001030000000100000005000000151382F28A416040FE21C34B6C634740D0E0A58A38426040CA1BFDBB0064474047DB84BD61426040ED6D2BA4996247408C0D6125B44160401B6327BC04624740151382F28A416040FE21C34B6C634740#0101000020E61000003696DE53F6416040B6B219D402634740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230847#2014-11-09 03:48:51#229474#2014-11-09 03:48:51#2179241#0.0605#0106000020E61000000100000001030000000100000005000000F54FCB6AD53F604001DD9733DB5E47408A13A97A83406040C651987B715F4740EC67354DAD406040A87A4B9C095E4740DE9FFFDCFF3F6040EF3D3B64735D4740F54FCB6AD53F604001DD9733DB5E4740#0101000020E6100000C6427D7C4140604014206281725E4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230848#2014-11-09 03:48:51#229717#2014-11-09 03:48:51#4373742#0.5315#0106000020E61000000100000001030000000100000007000000D527358B623F6040D744B0BB0A574740BA93BA2A114060405B666C43A0574740D51501883A406040D814029836564740C8A83AFD6340604062FB87FCCC5447405EDFE23CB73F604072FD5814385447403E5700F88C3F6040BF520A78A1554740D527358B623F6040D744B0BB0A574740#0101000020E6100000286C41A7E33F6040EFCCD99EEC554740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230849#2014-11-09 03:48:51#230849#2014-11-09 03:48:51#2175486#0.0023#0106000020E6100000010000000103000000010000000500000031269A93B9406040C71B2EACFA514740D16EFCA2674160400F60D37B91524740ECDAFF7C92416040CD6E35042A51474019CD67CCE64060404F9BCCD39450474031269A93B9406040C71B2EACFA514740#0101000020E61000009E3C578F26416040B873452393514740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230850#2014-11-09 03:48:51#229029#2014-11-09 03:48:51#2156906#0.0669#0106000020E61000000100000001030000000100000005000000429C03DB73426040DEC3EB1B14524740C13D094B204360403A8C0FD4A5524740003C81344C436040742D942B4051474028693844A042604083CF626BAE504740429C03DB73426040DEC3EB1B14524740#0101000020E6100000919B0521E0426040917B0732AA514740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230851#2014-11-09 03:48:51#229029#2014-11-09 03:48:51#2972577#0.256652422107398#0106000020E61000000100000001030000000100000009000000911DA72A45436040A174D833BA5547405B9C620B7E436040E7414C20EB554740C1ABA3B27A436040B44DD81B08564740DFF4F432264460403B4E34BC97564740B7D507ED5044604069B7C80332554740D7686CB718446040BF2F4BCB02554740088E0DD51B4460400C69BF7BE8544740E12879756E436040056D30DC52544740911DA72A45436040A174D833BA554740#0101000020E610000019D1AC9BCA43604002286D3276554740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230853#2014-11-09 03:48:51#230853#2014-11-09 03:48:51#2254608#0.9542#0106000020E610000001000000010300000001000000050000005DE0D14AEA3B604003809D7AA84F4740B7FFF1F3993C6040DB37B53B3D504740B7E50A8CC83C604034034B64D54E4740BAFD2C75143C6040CF0261653C4E47405DE0D14AEA3B604003809D7AA84F4740#0101000020E610000038B83F63583C6040842E7F193D4F4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230854#2014-11-09 03:48:51#229031#2014-11-09 03:48:51#5079920#0.167307682052161#0106000020E6100000010000000103000000010000000A0000000DA5F6221A3960406AA23272544B4740B916303853396040DC5E3081864B47400CEC10834939604073254C62DA4B4740E56015F3FC396040DD2E6E82734C4740AE31BB3C063A6040E216A570234C474071D2EA9A7F3A6040CFDB75C28D4C474097911725AA3A6040DD0F91FD204B4740866BFF14F8396040B0F0A26D844A4740E68509DD4439604096DFD4CDE64947400DA5F6221A3960406AA23272544B4740#0101000020E6100000DB5B092BDC396040984F73244E4B4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230856#2014-11-09 03:48:51#229031#2014-11-09 03:48:51#4629986#0.0046#0106000020E61000000100000001030000000100000007000000E3CD124BA73660403225EDA1584C47409A21FA5A5C376040520AFCD9F64C4740B9AEF3CA10386040739E145A944D4740C2D13C1D3B3860403AA318E6254C47400DBF40B5863760400EE23DE6874B4740B15BFC54D2366040F41827B6E94A4740E3CD124BA73660403225EDA1584C4740#0101000020E61000005B02594A71376040B970152C3F4C4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230857#2014-11-09 03:48:51#229031#2014-11-09 03:48:51#2278913#0.3078#0106000020E610000001000000010300000001000000050000006397EAFA4C39604071864D2A3B504740DF78EBBAFF3960402145743AD65047400B54104D2A3A60402F798F75694F4740F8EC0C95773960400823B4EDCD4E47406397EAFA4C39604071864D2A3B504740#0101000020E61000007E2967A1BB3960404C38012DD24F4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230858#2014-11-09 03:48:51#230858#2014-11-09 03:48:51#4651356#0.3211#0106000020E61000000100000001030000000100000007000000DB4FA5EA0734604000072781D14E4740DBC7231BBC3460406E8FB5F16D4F474079BB351B7135604060E7E8E90A50474063E5025D9C356040C2B34EA69B4E474072F7DE84E734604066FC5646FE4D47400C62FB2432346040CFD0894E604D4740DB4FA5EA0734604000072781D14E4740#0101000020E61000006AB804D0D13460404263EBF6B54E4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230859#2014-11-09 03:48:51#229031#2014-11-09 03:48:51#4231811#0.142055767474648#0106000020E6100000010000000103000000010000000900000050411ADCA43460409B74AB58764947408AAB0CDBDD346040E03D7231A74947405839F6E4083560406D567DAE36484740989F02FD51346040CF5FAE6699474740D9C31CF133346040287CF4459C484740C37518D5FA336040B8B8BEF669484740A3D2E352D0336040A8483269DB4947404BA0D2D286346040AFB043A97B4A474050411ADCA43460409B74AB5876494740#0101000020E6100000F2666E676C34604030B1B0A809494740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230861#2014-11-09 03:48:51#229468#2014-11-09 03:48:51#19094785#1.8637#0106000020E6100000010000000103000000010000000F000000DF510018113160403CC4FD4F97414740857E0118CA3160404899FD4F38424740F8C264AAA031604090BD4128AD4347403FF0E7CA563260408645DA004B444740DE12EB1A0E336040EE3D01B9E9444740B7C4FCA2C5336040EACB35798845474027B8FD97F03360409BA5098016444740509101A81B346040A6260338A44247401E15FF776433604033A5F5B70442474075AA0008AD326040D282FEDF6441474087170288F4316040605F04F0C3404740FF211E051F3260401F415CFF4F3F4740BE4317F565316040EF1671CFAD3E4740734400683B3160405A55064022404740DF510018113160403CC4FD4F97414740#0101000020E6100000909D66438B326040DFCA1C7D78424740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230862#2014-11-09 03:48:51#230862#2014-11-09 03:48:51#2463161#0.0305#0106000020E61000000100000001030000000100000005000000BFE047F34F2F604001F93338212F4740986814BB0B306040820E2520C72F4740CA39CA2437306040B857C59F512E4740FEDEBFDC7B2F60409674D69FAB2D4740BFE047F34F2F604001F93338212F4740#0101000020E610000007EF94A4C32F60403E303074B92E4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230863#2014-11-09 03:48:51#230863#2014-11-09 03:48:51#2544464#0.0408#0106000020E610000001000000010300000001000000050000008DDCEC729E29604081FAE0C6F72E47407AA33DFB5D2A60408458479FA02F4740291244C48A2A6040C8823E68282E4740A4EB5774CA296040EF707D507E2D47408DDCEC729E29604081FAE0C6F72E4740#0101000020E6100000EAB95568142A6040FECCB49F8F2E4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230864#2014-11-09 03:48:51#229993#2014-11-09 03:48:51#9456362#6.14477256691365#0106000020E6100000010000000103000000010000000F000000B90BFFAFFB2B604050CAFF3FA91C4740217929241B2C60409964786EC51C474027E15BBB012C604009EF40D79D1D4740DCF977B3A12C6040FB7BA037291E474036FC762B8E2C60401AE18A17CD1E4740E1CBA73B4D2D6040C3CAD37F771F4740301C00587A2D604059160AE0FF1D474033859FA9DA2C6040B408D4FD701D4740CC720268EE2C6040EB0BF867CC1C47407C316B941B2D60403AAB6820541B474081FFC0DFFB2C604064680053381B47408A396B64152D6040D3985A00641A4740AF7E4B84562C60405B5F66D0B7194740CF83FDCF282C604005A4FD0F301B4740B90BFFAFFB2B604050CAFF3FA91C4740#0101000020E6100000752521ACAA2C60407D0D941F991C4740#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230866#2014-11-09 03:48:51#229989#2014-11-09 03:48:51#3833606#0.207713236716179#0106000020E61000000100000001030000000100000009000000A092EAA3B5276040160405F5921647400E7E452BD527604095C041D6AE1647401C3A877C012860409980803132154740F6AA7C6C3E27604074F0A72185144740E87370AC2E2760408E8836170C15474077D5A82C0F27604026D6D271EF144740432A5AF3E2266040E68034CE6C1647408930559BA527604086325C361D174740A092EAA3B5276040160405F592164740#0101000020E6100000C6E4C322722760407ABCE043D0154740#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230867#2014-11-09 03:48:51#230867#2014-11-09 03:48:51#2617541#0.1658#0106000020E61000000100000001030000000100000005000000CE29336B8A266040D0B80DF6681947402FE74AEB4C27604011964606181A47406392992479276040103A8D599B1847404FB39B74B626604005D6BB89EB174740CE29336B8A266040D0B80DF668194740#0101000020E610000042D967B701276040AD5C64E801194740#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230869#2014-11-09 03:48:51#229989#2014-11-09 03:48:51#2606962#0.1438#0106000020E610000001000000010300000001000000050000000F698E8B2E286040E5057D8EB4134740B44567D3F02860403F048F4E61144740D88194541D2960400E4B6669E5124740C4F38C5C5B2860407E509B61381247400F698E8B2E286040E5057D8EB4134740#0101000020E610000010D447FDA528604080BCA7EF4C134740#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230870#2014-11-09 03:48:51#229986#2014-11-09 03:48:51#11161697#0.4184416810282#0106000020E6100000010000000103000000010000000C000000E277700320286040B52349CE110D47404F6D7893E22860401A057756C10D4740500A8883A3296040A913AF366F0E4740F4263D7FB82960408368D707BF0D4740591D948BEC2960403F5AB5CEEC0D4740F71C799C192A6040BA9B4C81710C4740E33F35C5E5296040B68261BE430C4740F132601CFE296040E6172D59780B474054AE8D043C296040E1DA8121C80A474014C48A64792860406543AB51170A4740F88F01B04C28604055F00490940B4740E277700320286040B52349CE110D4740#0101000020E61000007F700C4E1C2960402DC8F220510C4740#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230872#2014-11-09 03:48:51#230872#2014-11-09 03:48:51#2750110#0.1508#0106000020E610000001000000010300000001000000050000006274CCBB42226040DF2A157562F946406E67C2A30B236040AD6729D515FA4640B0FE328C392360406169C7AA94F84640BA8B28D4702260408D1BE9D2E0F746406274CCBB42226040DF2A157562F94640#0101000020E610000038910429BE226040AA792271FBF84640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230873#2014-11-09 03:48:51#230873#2014-11-09 03:48:51#2803507#0.1929#0106000020E610000001000000010300000001000000050000003EFEDA13471F604073D1775408F546408183CD6B122060408CDD9964BFF54640008A366C40206040A0AF72CB3BF44640DFBC1F54751F604087AE7E4B84F346403EFEDA13471F604073D1775408F54640#0101000020E6100000D03974C8C31F6040B51E3DF5A1F44640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230874#2014-11-09 03:48:51#230874#2014-11-09 03:48:51#2828578#0.4123#0106000020E61000000100000001030000000100000005000000EB7806ECAE1D6040EECB3E3498F34640D684FE537B1E6040FA415DA450F446406CF019E4A91E60403E71A543CCF24640C46F129CDD1D604020B2CC4B13F24640EB7806ECAE1D6040EECB3E3498F34640#0101000020E6100000FAF245692C1E6040661A5F1632F34640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230875#2014-11-09 03:48:51#229999#2014-11-09 03:48:51#3677039#0.0847505103281288#0106000020E61000000100000001030000000100000009000000C1110C5F961B6040953FB91816F54640ADD60D04B61B60404560EE8B32F5464060DE0CCCE41B6040965A3154ACF346401466F39B161B6040DD3C384CF2F246405923A8AB0F1B60400443D3E32BF34640C52609F4EF1A604022D7348C0EF34640131F0A2CC11A60406C83C94395F44640FBDCF9138F1B60403B69E92353F54640C1110C5F961B6040953FB91816F54640#0101000020E61000004D9FA9F1521B6040F12381B021F44640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230877#2014-11-09 03:48:51#230877#2014-11-09 03:48:51#5665698#1.4124#0106000020E610000001000000010300000001000000070000000359F4F3CB1C6040260F3434D8F946401F9CF463981D60404A4F68C492FA4640B90501E8C61D6040DB950AE80DF946407B5E1A54F51D6040D8469F0389F74640ACEE0524291D6040DEEBBD5BCDF64640D5150188FA1C60407CE100C052F846400359F4F3CB1C6040260F3434D8F94640#0101000020E6100000907EFDAD601D604041D4275AB0F84640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230878#2014-11-09 03:48:51#230878#2014-11-09 03:48:51#2932805#0.0095#0106000020E61000000100000001030000000100000005000000A0E5375465186040E53843B363EB4640E9B1357436196040B21C744B23EC464080F7E9D365196040DA7EA61C9BEA46403D47E4BB94186040E9FDD2E4DAE94640A0E5375465186040E53843B363EB4640#0101000020E6100000A5F1938FE5186040FAFE5438FFEA4640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230879#2014-11-09 03:48:51#230879#2014-11-09 03:48:51#5962545#0.4723#0106000020E610000001000000010300000001000000070000009A394D3442166040EABDA55A93E04640A0B9569415176040E16EDE7254E146406A6E4394E8176040F55AF9FA14E2464013FDB17B18186040F419ED448BE04640E5E9BF7B45176040B6743715CADF46406FD3C00B721660400275564D08DF46409A394D3442166040EABDA55A93E04640#0101000020E61000000F27A5382D1760402C06B4E98EE04640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230880#2014-11-09 03:48:51#230880#2014-11-09 03:48:51#3073043#0.0409#0106000020E610000001000000010300000001000000050000001112718C8713604042BAF151F3D14640FC2299BC5E146040B9EE39F2B8D24640E5DF5FEB8F146040A802AC5D2CD1464047AD518BB8136040C05DD5DD65D046401112718C8713604042BAF151F3D14640#0101000020E610000057A0F0A90B146040DBB7CB8E8FD14640#Дальневосточный#Приморский край#Пограничный#нет данных#2014-11-09#t
230881#2014-11-09 03:48:51#230881#2014-11-09 03:48:51#3627077#0.1456#0106000020E6100000010000000103000000010000000700000081D657B2BE466040751C8170EC3A4840F79562A25C476040CEDFA5506D3B4840F8E847A2FB4760402C10B9F0EE3B4840D7838B0D24486040B75431D79A3A48406DB6A80585476040E7A861C7183A484060719B1DE74660402AA270879739484081D657B2BE466040751C8170EC3A4840#0101000020E6100000633EBB5071476040D5C58268C33A4840#Дальневосточный#Еврейская а. обл.#Облученский#нет данных#2014-11-09#t
230882#2014-11-09 03:48:51#230882#2014-11-09 03:48:51#2033420#0.0256#0106000020E61000000100000001030000000100000005000000708A5CAA91456040704329AD819447400A14907A384660409B227ECD0B954740179471A561466040797187F2AA9347404F25A015BA4560401FC8CDB21F934740708A5CAA91456040704329AD81944740#0101000020E6100000F3788C77F9456040787A06E015944740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230883#2014-11-09 03:48:51#230883#2014-11-09 03:48:51#3922646#0.1083#0106000020E6100000010000000103000000010000000700000047DF28A2744F60405E33752E778A4740043521521850604042A57CCEFE8A47406633247ABB5060405C2999D6858B4740D55DD905E350604074C66261298A4740B6EAC6FD3F50604000376A09A2894740F994CE4D9C4F604022EC88011A89474047DF28A2744F60405E33752E778A4740#0101000020E6100000F0EFE7CB2B50604051381D17508A4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230884#2014-11-09 03:48:51#227824#2014-11-09 03:48:51#2429642#0.105916132025447#0106000020E61000000100000001030000000100000009000000435444FAAB4D6040339F18FE78814740C3D75382504E60407B5B3CFE03824740758F4EEF514E604063693197F7814740E25C60E2714E604056F146E611824740E2CAB82D9A4E60403FCFD9E1B38047401328A42DF54D6040FCD9D9A12B804740365AB00AF44D604074071C8635804740BDABBB05D44D60407082EB611A804740435444FAAB4D6040339F18FE78814740#0101000020E6100000C17D8BFA224E6040A6FE1DF916814740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230886#2014-11-09 03:48:51#227824#2014-11-09 03:48:51#7903044#0.4722#0106000020E6100000010000000103000000010000000B0000005BD73FBA3E4F6040CA6E45E63A8147408F2B3FBAE24F604020726516C2814740703F01900A50604073FF054064804740730B02D0AD506040C38A0920EB804740C713FF7FD55060404DCBFE2F8D7F474032EEFE5F3250604015BB0900067F47409833DB155A506040BC42BC01A87D47402059C875B64F6040191BBAD91F7D4740D6BAFD878E4F6040BA4AFB0F7E7E4740A665FF97664F60408F8DFE9FDC7F47405BD73FBA3E4F6040CA6E45E63A814740#0101000020E6100000A47C0E3AF54F60403B630C0B937F4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230887#2014-11-09 03:48:51#227824#2014-11-09 03:48:51#3914604#2.1731#0106000020E61000000100000001030000000100000007000000B1BD3702C8516040B5579BD6587D4740A4C920D26A526040F8FBA45EE07D4740FB9AFE4F925260407BBAFC7F837C4740BCE6D9D5B9526040992A5AB1267B47408A70D56D17526040C1FB70B19E7A4740BFDCFEC7EF5160408B1005D0FB7B4740B1BD3702C8516040B5579BD6587D4740#0101000020E6100000917BD501415260403C9DD3C23F7C4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230888#2014-11-09 03:48:51#230888#2014-11-09 03:48:51#1981643#0.3286#0106000020E61000000100000001030000000100000005000000D6AF32228A4F6040E0002B6E79784740640A31F22D5060404CC3322E03794740AC45D995555060402E85CD21A57747408765D8CDB14F6040C9E9EBF91A774740D6AF32228A4F6040E0002B6E79784740#0101000020E610000097EE27DAEF4F6040C19E182A0F784740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230889#2014-11-09 03:48:51#229701#2014-11-09 03:48:51#3996667#0.4917#0106000020E61000000100000001030000000100000007000000450C5C9A724E6040EE4AE4E55D714740314B54D2174F60401356F86DE7714740CC1E2E5ABC4F6040A996003E70724740F8BDF2C5E34F60407A1A0F3A11714740BC11ED953F4F6040C64D2E428870474050CDDD959A4E6040546F2E7AFE6F4740450C5C9A724E6040EE4AE4E55D714740#0101000020E610000018F2F9412B4F6040672CAB7B37714740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230890#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#2000218#2.2974#0106000020E6100000010000000103000000010000000500000090A07C6AEA4E6040819F06463D6D4740FE6851028F4F6040B2330196C76D4740955CAC45B74F6040DCC2EBE1686C4740962ACDBD124F604041CF2C2ADE6B474090A07C6AEA4E6040819F06463D6D4740#0101000020E61000008C6FD1D7504F604036E12BF7D26C4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230891#2014-11-09 03:48:51#230891#2014-11-09 03:48:51#2440417#0.0191540226351498#0106000020E61000000100000001030000000100000009000000C5ED2B6ACB51604069E83CB6A76C4740F6B4268A6E526040E7095B1E316D4740018FCBA8705260404CDF00611E6D4740E1632CAA905260409C344FA6386D47409319D255B85260408A23AC19DB6B47400D17DAB5145260409926CF69546B4740136E32DF125260405C3BFBA4646B474076A3D115F3516040631AB8C9496B4740C5ED2B6ACB51604069E83CB6A76C4740#0101000020E6100000754FF6D441526040E0580C06426C4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230893#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#2020181#0.2202#0106000020E6100000010000000103000000010000000500000092F73FFAA54F6040754BBC4DC96147408DF64FA24B5060409954E18D5462474024EAAAE57350604059840772F5604740A8F0B105CE4F60408880229A6960474092F73FFAA54F6040754BBC4DC9614740#0101000020E6100000277C93DF0C506040A9E6FA2A5F614740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230894#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#1969743#0.0059#0106000020E61000000100000001030000000100000005000000A8124CD2885260400FCA45C634614740D0251C7A2B536040F2DD39D6BD614740FCC4E0E552536040D59FD4C95F6047402EA2B3EDB052604009FCC0D9D65F4740A8124CD2885260400FCA45C634614740#0101000020E6100000E7B18D00EE5260400CE2F269CA604740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230895#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#1969618#\N#0106000020E61000000100000001030000000100000005000000F5C3639A84546040E1FE8E6E255E4740C50C439A2755604096D88C3EAC5E4740A9DEB7AD4F556040078C60A94F5D4740F531BCE5AC54604093588C99C85C4740F5C3639A84546040E1FE8E6E255E4740#0101000020E610000049A9332DEA546040CF83AB80BA5D4740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230896#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#5923245#0.0493#0106000020E610000002000000010300000001000000070000005DD8FDD7B7536040C0C406A8FC5847406D3A02B859546040D421FD1784594740D554FDE7FC54604059B2F8870C5A474020E3BCC5245560408FA892F9AE58474093FF66B582546040ABDA661127584740A586D3D5DF536040145DD5619E5747405DD8FDD7B7536040C0C406A8FC58474001030000000100000005000000579F4012D5546040B8516C1E6A5B474072E64F0278556040C0D296C6F15B474046C7FE47A05560406CBC09F8945A4740D554FDE7FC54604059B2F8870C5A4740579F4012D5546040B8516C1E6A5B4740#0101000020E6100000D6041877B25460406DFDD5688E594740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230897#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#2437513#0.301490404765103#0106000020E6100000010000000103000000010000000900000050CD1FB24C556040E9A8595650574740FB0BB929F05560402BE421BED95747400E124B88F25560401FAB58DAC35747401E10AEA11056604012B81A7EDC57474001088AE537566040CB383E417F5647408C69856D94556040F20766F9F8554740671AD0389255604081D33E3C0C5647404F61DF2D745560407E81ACE9F255474050CD1FB24C556040E9A8595650574740#0101000020E610000010EBAC4FC2556040500B9F84E8564740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230899#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#12815028#0.720227071669892#0106000020E6100000010000000103000000010000001200000008DB055696526040F533558B8256474075A4656AB352604058401D669A5647409708B746DB526040921C73E141554740070AFEAF615360409EF50048B35547406A5322B3625360403B5FE05CAA554740DC4C0140805360400EC305A8C2554740E44FD0FDA7536040F183F3A9635447405DEB6205055360401890A441DD534740C81848E5605260406365B0B955534740E3C08B50BF516040AC9B7C36D0524740A20BC94D9D516040BCFF345AB35247402646016875516040490BFA7F1354474097BE00904D51604000B507107455474016A50028F1516040136105F0FD55474007454EBAC8516040EEF9ED2D5D574740FD6F1DCA6D5260406645DCB5E7574740029302A8955260408590FB6F8856474008DB055696526040F533558B82564740#0101000020E6100000F7FAF82E56526040763246910B554740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230901#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#1898684#0.029#0106000020E6100000010000000103000000010000000500000008E1B829D15A60402E2825675563474096241112705B60408C108197D7634740D30C9005985B6040D1CE48087F62474093A751EDF85A6040D2231D50FC61474008E1B829D15A60402E28256755634740#0101000020E6100000DE6B7E89345B6040D6187C08EA624740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
230902#2014-11-09 03:48:51#209865#2014-11-09 03:48:51#1908944#0.0073#0106000020E610000001000000010300000001000000050000000469EF21DB586040704F042F8266474015871A227A5960400EC63EB706674740D18FE97DA1596040D7E6B5C8AC654740D51711DE01596040BCC7FC50276547400469EF21DB586040704F042F82664740#0101000020E6100000A6FDC4273E5960400234F81D17664740#Дальневосточный#Еврейская а. обл.#Октябрьский#нет данных#2014-11-09#t
